id_cliente,nombre,email,estado
560,Cliente_560,cliente560@correo.cl,Inactivo
561,Cliente_561,cliente561@correo.cl,Inactivo
562,Cliente_562,cliente562@correo.cl,Activo
563,Cliente_563,cliente563@correo.cl,Inactivo
564,Cliente_564,cliente564@correo.cl,Activo
565,Cliente_565,cliente565@correo.cl,Inactivo
566,Cliente_566,cliente566@correo.cl,Inactivo
567,Cliente_567,cliente567@correo.cl,Inactivo
568,Cliente_568,cliente568@correo.cl,Inactivo
569,Cliente_569,cliente569@correo.cl,Inactivo
570,Cliente_570,cliente570@correo.cl,Inactivo
571,Cliente_571,cliente571@correo.cl,Activo
572,Cliente_572,cliente572@correo.cl,Activo
573,Cliente_573,cliente573@correo.cl,Inactivo
574,Cliente_574,cliente574@correo.cl,Inactivo
575,Cliente_575,cliente575@correo.cl,Activo
576,Cliente_576,cliente576@correo.cl,Inactivo
577,Cliente_577,cliente577@correo.cl,Inactivo
578,Cliente_578,cliente578@correo.cl,Inactivo
579,Cliente_579,cliente579@correo.cl,Activo
580,Cliente_580,cliente580@correo.cl,Inactivo
581,Cliente_581,cliente581@correo.cl,Inactivo
582,Cliente_582,cliente582@correo.cl,Activo
583,Cliente_583,cliente583@correo.cl,Inactivo
584,Cliente_584,cliente584@correo.cl,Activo
585,Cliente_585,cliente585@correo.cl,Inactivo
586,Cliente_586,cliente586@correo.cl,Inactivo
587,Cliente_587,cliente587@correo.cl,Inactivo
588,Cliente_588,cliente588@correo.cl,Inactivo
589,Cliente_589,cliente589@correo.cl,Inactivo
590,Cliente_590,cliente590@correo.cl,Activo
591,Cliente_591,cliente591@correo.cl,Activo
592,Cliente_592,cliente592@correo.cl,Activo
593,Cliente_593,cliente593@correo.cl,Activo
594,Cliente_594,cliente594@correo.cl,Inactivo
595,Cliente_595,cliente595@correo.cl,Inactivo
596,Cliente_596,cliente596@correo.cl,Activo
597,Cliente_597,cliente597@correo.cl,Inactivo
598,Cliente_598,cliente598@correo.cl,Inactivo
599,Cliente_599,cliente599@correo.cl,Inactivo
600,Cliente_600,cliente600@correo.cl,Activo
601,Cliente_601,cliente601@correo.cl,Activo
602,Cliente_602,cliente602@correo.cl,Inactivo
603,Cliente_603,cliente603@correo.cl,Activo
604,Cliente_604,cliente604@correo.cl,Inactivo
605,Cliente_605,cliente605@correo.cl,Activo
606,Cliente_606,cliente606@correo.cl,Inactivo
607,Cliente_607,cliente607@correo.cl,Inactivo
608,Cliente_608,cliente608@correo.cl,Inactivo
609,Cliente_609,cliente609@correo.cl,Inactivo
610,Cliente_610,cliente610@correo.cl,Inactivo
611,Cliente_611,cliente611@correo.cl,Inactivo
612,Cliente_612,cliente612@correo.cl,Inactivo
613,Cliente_613,cliente613@correo.cl,Inactivo
614,Cliente_614,cliente614@correo.cl,Inactivo
615,Cliente_615,cliente615@correo.cl,Inactivo
616,Cliente_616,cliente616@correo.cl,Inactivo
617,Cliente_617,cliente617@correo.cl,Activo
618,Cliente_618,cliente618@correo.cl,Activo
619,Cliente_619,cliente619@correo.cl,Activo
620,Cliente_620,cliente620@correo.cl,Inactivo
621,Cliente_621,cliente621@correo.cl,Activo
622,Cliente_622,cliente622@correo.cl,Activo
623,Cliente_623,cliente623@correo.cl,Activo
624,Cliente_624,cliente624@correo.cl,Activo
625,Cliente_625,cliente625@correo.cl,Inactivo
626,Cliente_626,cliente626@correo.cl,Inactivo
627,Cliente_627,cliente627@correo.cl,Inactivo
628,Cliente_628,cliente628@correo.cl,Activo
629,Cliente_629,cliente629@correo.cl,Activo
630,Cliente_630,cliente630@correo.cl,Inactivo
631,Cliente_631,cliente631@correo.cl,Activo
632,Cliente_632,cliente632@correo.cl,Inactivo
633,Cliente_633,cliente633@correo.cl,Activo
634,Cliente_634,cliente634@correo.cl,Inactivo
635,Cliente_635,cliente635@correo.cl,Activo
636,Cliente_636,cliente636@correo.cl,Activo
637,Cliente_637,cliente637@correo.cl,Inactivo
638,Cliente_638,cliente638@correo.cl,Activo
639,Cliente_639,cliente639@correo.cl,Activo
640,Cliente_640,cliente640@correo.cl,Inactivo
641,Cliente_641,cliente641@correo.cl,Activo
642,Cliente_642,cliente642@correo.cl,Inactivo
643,Cliente_643,cliente643@correo.cl,Activo
644,Cliente_644,cliente644@correo.cl,Activo
645,Cliente_645,cliente645@correo.cl,Inactivo
646,Cliente_646,cliente646@correo.cl,Inactivo
647,Cliente_647,cliente647@correo.cl,Inactivo
648,Cliente_648,cliente648@correo.cl,Inactivo
649,Cliente_649,cliente649@correo.cl,Inactivo
650,Cliente_650,cliente650@correo.cl,Activo
651,Cliente_651,cliente651@correo.cl,Activo
652,Cliente_652,cliente652@correo.cl,Inactivo
653,Cliente_653,cliente653@correo.cl,Inactivo
654,Cliente_654,cliente654@correo.cl,Activo
655,Cliente_655,cliente655@correo.cl,Activo
656,Cliente_656,cliente656@correo.cl,Inactivo
657,Cliente_657,cliente657@correo.cl,Inactivo
658,Cliente_658,cliente658@correo.cl,Activo
659,Cliente_659,cliente659@correo.cl,Activo
660,Cliente_660,cliente660@correo.cl,Activo
661,Cliente_661,cliente661@correo.cl,Activo
662,Cliente_662,cliente662@correo.cl,Inactivo
663,Cliente_663,cliente663@correo.cl,Activo
664,Cliente_664,cliente664@correo.cl,Activo
665,Cliente_665,cliente665@correo.cl,Activo
666,Cliente_666,cliente666@correo.cl,Inactivo
667,Cliente_667,cliente667@correo.cl,Activo
668,Cliente_668,cliente668@correo.cl,Inactivo
669,Cliente_669,cliente669@correo.cl,Inactivo
670,Cliente_670,cliente670@correo.cl,Inactivo
671,Cliente_671,cliente671@correo.cl,Inactivo
672,Cliente_672,cliente672@correo.cl,Inactivo
673,Cliente_673,cliente673@correo.cl,Inactivo
674,Cliente_674,cliente674@correo.cl,Activo
675,Cliente_675,cliente675@correo.cl,Activo
676,Cliente_676,cliente676@correo.cl,Activo
677,Cliente_677,cliente677@correo.cl,Activo
678,Cliente_678,cliente678@correo.cl,Inactivo
679,Cliente_679,cliente679@correo.cl,Activo
680,Cliente_680,cliente680@correo.cl,Activo
681,Cliente_681,cliente681@correo.cl,Activo
682,Cliente_682,cliente682@correo.cl,Activo
683,Cliente_683,cliente683@correo.cl,Activo
684,Cliente_684,cliente684@correo.cl,Activo
685,Cliente_685,cliente685@correo.cl,Activo
686,Cliente_686,cliente686@correo.cl,Inactivo
687,Cliente_687,cliente687@correo.cl,Inactivo
688,Cliente_688,cliente688@correo.cl,Inactivo
689,Cliente_689,cliente689@correo.cl,Inactivo
690,Cliente_690,cliente690@correo.cl,Activo
691,Cliente_691,cliente691@correo.cl,Activo
692,Cliente_692,cliente692@correo.cl,Inactivo
693,Cliente_693,cliente693@correo.cl,Inactivo
694,Cliente_694,cliente694@correo.cl,Inactivo
695,Cliente_695,cliente695@correo.cl,Activo
696,Cliente_696,cliente696@correo.cl,Activo
697,Cliente_697,cliente697@correo.cl,Inactivo
698,Cliente_698,cliente698@correo.cl,Activo
699,Cliente_699,cliente699@correo.cl,Inactivo
700,Cliente_700,cliente700@correo.cl,Activo
701,Cliente_701,cliente701@correo.cl,Activo
702,Cliente_702,cliente702@correo.cl,Activo
703,Cliente_703,cliente703@correo.cl,Inactivo
704,Cliente_704,cliente704@correo.cl,Activo
705,Cliente_705,cliente705@correo.cl,Activo
706,Cliente_706,cliente706@correo.cl,Activo
707,Cliente_707,cliente707@correo.cl,Activo
708,Cliente_708,cliente708@correo.cl,Inactivo
709,Cliente_709,cliente709@correo.cl,Inactivo
710,Cliente_710,cliente710@correo.cl,Inactivo
711,Cliente_711,cliente711@correo.cl,Activo
712,Cliente_712,cliente712@correo.cl,Inactivo
713,Cliente_713,cliente713@correo.cl,Inactivo
714,Cliente_714,cliente714@correo.cl,Inactivo
715,Cliente_715,cliente715@correo.cl,Inactivo
716,Cliente_716,cliente716@correo.cl,Inactivo
717,Cliente_717,cliente717@correo.cl,Inactivo
718,Cliente_718,cliente718@correo.cl,Activo
719,Cliente_719,cliente719@correo.cl,Activo
720,Cliente_720,cliente720@correo.cl,Inactivo
721,Cliente_721,cliente721@correo.cl,Inactivo
722,Cliente_722,cliente722@correo.cl,Inactivo
723,Cliente_723,cliente723@correo.cl,Activo
724,Cliente_724,cliente724@correo.cl,Activo
725,Cliente_725,cliente725@correo.cl,Activo
726,Cliente_726,cliente726@correo.cl,Activo
727,Cliente_727,cliente727@correo.cl,Inactivo
728,Cliente_728,cliente728@correo.cl,Activo
729,Cliente_729,cliente729@correo.cl,Activo
730,Cliente_730,cliente730@correo.cl,Inactivo
731,Cliente_731,cliente731@correo.cl,Inactivo
732,Cliente_732,cliente732@correo.cl,Inactivo
733,Cliente_733,cliente733@correo.cl,Activo
734,Cliente_734,cliente734@correo.cl,Inactivo
735,Cliente_735,cliente735@correo.cl,Inactivo
736,Cliente_736,cliente736@correo.cl,Activo
737,Cliente_737,cliente737@correo.cl,Inactivo
738,Cliente_738,cliente738@correo.cl,Inactivo
739,Cliente_739,cliente739@correo.cl,Inactivo
740,Cliente_740,cliente740@correo.cl,Inactivo
741,Cliente_741,cliente741@correo.cl,Inactivo
742,Cliente_742,cliente742@correo.cl,Activo
743,Cliente_743,cliente743@correo.cl,Activo
744,Cliente_744,cliente744@correo.cl,Inactivo
745,Cliente_745,cliente745@correo.cl,Inactivo
746,Cliente_746,cliente746@correo.cl,Inactivo
747,Cliente_747,cliente747@correo.cl,Inactivo
748,Cliente_748,cliente748@correo.cl,Inactivo
749,Cliente_749,cliente749@correo.cl,Activo
750,Cliente_750,cliente750@correo.cl,Inactivo
751,Cliente_751,cliente751@correo.cl,Activo
752,Cliente_752,cliente752@correo.cl,Inactivo
753,Cliente_753,cliente753@correo.cl,Inactivo
754,Cliente_754,cliente754@correo.cl,Inactivo
755,Cliente_755,cliente755@correo.cl,Activo
756,Cliente_756,cliente756@correo.cl,Inactivo
757,Cliente_757,cliente757@correo.cl,Activo
758,Cliente_758,cliente758@correo.cl,Inactivo
759,Cliente_759,cliente759@correo.cl,Inactivo
760,Cliente_760,cliente760@correo.cl,Activo
761,Cliente_761,cliente761@correo.cl,Activo
762,Cliente_762,cliente762@correo.cl,Inactivo
763,Cliente_763,cliente763@correo.cl,Inactivo
764,Cliente_764,cliente764@correo.cl,Inactivo
765,Cliente_765,cliente765@correo.cl,Activo
766,Cliente_766,cliente766@correo.cl,Activo
767,Cliente_767,cliente767@correo.cl,Inactivo
768,Cliente_768,cliente768@correo.cl,Activo
769,Cliente_769,cliente769@correo.cl,Inactivo
770,Cliente_770,cliente770@correo.cl,Inactivo
771,Cliente_771,cliente771@correo.cl,Inactivo
772,Cliente_772,cliente772@correo.cl,Activo
773,Cliente_773,cliente773@correo.cl,Activo
774,Cliente_774,cliente774@correo.cl,Activo
775,Cliente_775,cliente775@correo.cl,Activo
776,Cliente_776,cliente776@correo.cl,Inactivo
777,Cliente_777,cliente777@correo.cl,Activo
778,Cliente_778,cliente778@correo.cl,Inactivo
779,Cliente_779,cliente779@correo.cl,Activo
780,Cliente_780,cliente780@correo.cl,Activo
781,Cliente_781,cliente781@correo.cl,Activo
782,Cliente_782,cliente782@correo.cl,Inactivo
783,Cliente_783,cliente783@correo.cl,Activo
784,Cliente_784,cliente784@correo.cl,Activo
785,Cliente_785,cliente785@correo.cl,Inactivo
786,Cliente_786,cliente786@correo.cl,Inactivo
787,Cliente_787,cliente787@correo.cl,Inactivo
788,Cliente_788,cliente788@correo.cl,Inactivo
789,Cliente_789,cliente789@correo.cl,Inactivo
790,Cliente_790,cliente790@correo.cl,Inactivo
791,Cliente_791,cliente791@correo.cl,Activo
792,Cliente_792,cliente792@correo.cl,Inactivo
793,Cliente_793,cliente793@correo.cl,Activo
794,Cliente_794,cliente794@correo.cl,Inactivo
795,Cliente_795,cliente795@correo.cl,Activo
796,Cliente_796,cliente796@correo.cl,Activo
797,Cliente_797,cliente797@correo.cl,Activo
798,Cliente_798,cliente798@correo.cl,Inactivo
799,Cliente_799,cliente799@correo.cl,Inactivo
800,Cliente_800,cliente800@correo.cl,Inactivo
